original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert,blob,bert_related,blob_related
klimauntergang,untergang,"['untergange', 'untergängen', 'unterganges', 'untergangs', 'untergang', 'untergänge']",untergang,m,"['klimauntergange', 'klimauntergängen', 'klimaunterganges', 'klimauntergangs', 'klimauntergang', 'klimauntergänge']","['Waterloo', 'Super-GAU', 'Rückbau', 'Verderben', 'Zerrüttung', 'Demontage', 'Abfall', 'Sturz', 'Niedergang', 'Zerfall', 'Auflösung', 'Sinken', 'Zerteilung', 'Abbau', 'Abbruch', 'Armageddon', 'Zerlegung', 'Apokalypse', 'Fallen', 'Zertrennung', 'Unglück', 'Ende', 'Fall', 'Zusammenbruch', 'Abgrund', 'Abaddon', 'Untergang', 'Zersplitterung']","['Hallu', 'Errichtung', 'Fata Morgana', 'Geisterbild', 'Einbildung', 'Illusion', 'Hirngespinst', 'Gesicht', 'Bau', 'Trugbild', 'Konstruktion', 'Phantom', 'Halluzination', 'Wahnbild', 'Butterland', 'Wahnvorstellung', 'Täuschung', 'Sinnestäuschung', 'Erscheinung', 'Selbsttäuschung', 'Offenbarung', 'reizunabhängige Sinneswahrnehmung', 'Vision']","['Offenbarung', 'Erscheinung', 'Phantom', 'Hirngespinst', 'Einbildung', 'Sinnestäuschung', 'Trugbild', 'Selbsttäuschung', 'Täuschung', 'Wahnvorstellung', 'Halluzination', 'Gesicht', 'Fata Morgana', 'Butterland', 'Illusion', 'Vision', 'Wahnbild', 'Hallu', 'Geisterbild', 'reizunabhängige Sinneswahrnehmung', 'Bau', 'Errichtung', 'Konstruktion']","['state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'Zerlegung in Einzelteile', 'ein bestimmter, vorübergehender Geisteszustand']","['apokalypse', 'armageddon']","['apokalypse', 'armageddon']",untergang,untergang,untergang,untergang,,,,,,"['apokalypse', 'armageddon']",negative,0.0,negative,-0.03571428571428571
klimavatikan,vatikan,"['vatikan', 'vatikans']",vatikan,m,"['klimavatikan', 'klimavatikans']","['Vatikan', 'Vatikanstadt', 'Kirchenstaat']","['Staat', 'Nationalstaat', 'Land', 'Nation', 'Stadt']","['Gruppierung', 'Clusterung', 'Bündelung', 'Ansiedlung', 'Niederlassung', 'Siedlung', 'Ansiedelung']","['urban center', 'city', 'metropolis', 'municipality', 'urban area', 'populated area', 'geographic region', 'geographical area', 'geographical region', 'geographic area', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity', 'urban center', 'city', 'metropolis', 'municipality', 'territorial division', 'administrative district', 'administrative division', 'territory', 'territorial dominion', 'dominion', 'district', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity']",person,['die Hauptstadt des Staates der Vatikanstadt'],[],['staat'],vatika,vatikan,vatik,vatikan,,,,,,['staat'],neutral,0.0,neutral,0.0
klimaverblödung,verblödung,['verblödung'],verblödung,f,['klimaverblödung'],[],[],[],,,[],[],[],verblodung,verblödung,verblödung,verblod,,,,,,[],negative,0.0,negative,0.0
klimaverbrechen,verbrechen,"['verbrechens', 'verbrechen']",verbrechen,n,"['klimaverbrechens', 'klimaverbrechen']","['Unrechtstat', 'Untat', 'krimineller Akt', 'Straftat', 'illegale Handlung', 'Verbrechen', 'Delikt', 'strafbare Handlung']","['frevlerisches Handeln', 'Frevel', 'Bruch', 'Operation', 'Sünde', 'Verfehlung', 'Tabubruch', 'Aktion', 'Missetat', 'Tat', 'Übertretung', 'Handlung']","['Handlung', 'Operation', 'Aktion', 'Tat', 'Liegenschaft', 'Grundbesitz', 'Landbesitz']","['offence', 'offense', 'transgression', 'evildoing', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['(Strafrecht) eine Handlung, die strafbar ist; in der Regel eine böse Tat']",[],['betrug'],verbrech,verbrechen,verbrech,verbrech,"['verbrechen', 'verbrecher']",,"['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['betrug', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher']",negative,0.0,negative,-0.25
klimaverbrecher,verbrecher,"['verbrecher', 'verbrechern', 'verbrechers']",verbrecher,m,"['klimaverbrecher', 'klimaverbrechern', 'klimaverbrechers']","['Verbrecher', 'Ganove', 'schwerer Junge', 'Krimineller', 'Galgenvogel', 'Gauner', 'Gesetzesbrecher', 'Täter', 'kriminelles Element', 'Galgenstrick', 'Halunke', 'Schuft', 'Malefikant', 'Bandit', 'Gangster', 'Übeltäter', 'Schächer', 'Straftäter', 'Delinquent']","['Verbrecher', 'Schächer', 'Straftäter', 'schwerer Junge', 'Gesetzesbrecher', 'Krimineller', 'Täter', 'kriminelles Element']","['Verbrecher', 'Straftäter', 'Täter', 'schwerer Junge', 'Schächer', 'Krimineller', 'Gesetzesbrecher', 'kriminelles Element']","['crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Krimineller, der Mitglied einer Bande ist', 'ein junger Straftäter', 'jemand, der gegen das Gesetz verstößt']",['gangster'],['gangster'],verbrech,verbrech,verbrech,verbrech,"['verbrechen', 'verbrecher']",,"['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['verbrecher', 'verbrechen']","['gangster', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrecher', 'verbrechen']",negative,0.0,negative,-0.10526315789473684
klimaverdummung,verdummung,['verdummung'],verdummung,f,['klimaverdummung'],[],[],[],,,[],[],[],verdummung,verdummung,verdummung,verdumm,,,,,,[],negative,0.0,negative,0.0
klimaverleugnung,verleugnung,"['verleugnungen', 'verleugnung']",verleugnung,f,"['klimaverleugnungen', 'klimaverleugnung']","['Ignoranz', 'Nicht-Wahrhaben-Wollen', 'Ignorieren', 'Verleugnung', 'Nichtanerkennung', 'Vogel-Strauß-Politik', 'Bestreitung']",[],[],"['forswearing', 'renunciation', 'forgoing', 'rejection', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity', 'selflessness', 'self-sacrifice', 'cooperation', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['Verzicht auf eigene Interessen zugunsten der Interessen anderer'],[],[],verleugnung,verleugnung,verleugnung,verleugn,,,,,,[],negative,0.0,negative,-0.09999999999999999
klimavernunft,vernunft,['vernunft'],vernunft,f,['klimavernunft'],"['Verstand', 'Wirklichkeitssinn', 'Grütze', 'Grips', 'Köpfchen', 'Denkfähigkeit', 'Konsequenz', 'Denkvermögen', 'Vernunft', 'Scharfsinnigkeit', 'Hausverstand', 'Ratio', 'Klugheit', 'Geist', 'Logik', 'Räson', 'gesunder Verstand', 'Scharfsinn', 'Intelligenz', 'Gesetzmäßigkeit', 'gesunder Menschenverstand', 'Geisteskraft', 'Gehirnschmalz']",[],[],"['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['Wissen und intellektuelle Fähigkeiten', 'der Zustand der Vernunft und des gesunden Urteilsvermögens', 'Die Vernunft betreffend.']","['intelligenz', 'verstand']","['intelligenz', 'verstand']",vernunf,vernunft,vernunft,vernunft,,,,,,"['intelligenz', 'verstand']",neutral,0.0,negative,0.08695652173913043
klimaverrücktheit,verrücktheit,"['verrücktheiten', 'verrücktheit']",verrücktheit,f,"['klimaverrücktheiten', 'klimaverrücktheit']","['Wahnwitz', 'Wahnsinn', 'Farce', 'Stumpfsinn', 'Posse', 'Insania', 'Tollheit', 'Schnurre', 'Narrheit', 'Peinlichkeit', 'Fadaise', 'Verrücktheit', 'Irrsinn', 'Lachnummer', 'Verdrehtheit', 'Hirnrissigkeit', 'Schnake', 'Kasperletheater', 'Torheit']","['Widervernünftigkeit', 'Paralogie', 'Unvernunft', 'Vernunftwidrigkeit']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['emotionlessness', 'unemotionality', 'trait', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,"['Gleichgültigkeit gegenüber Freude oder Schmerz', 'die Scham, die man empfindet, wenn die eigene Unzulänglichkeit oder Schuld öffentlich gemacht wird']",[],"['irrsinn', 'schwachsinn', 'wahnsinn']",verruckthei,verrücktheit,verrücktheit,verruckt,,,,,,"['irrsinn', 'schwachsinn', 'wahnsinn']",positive,0.0,negative,0.0
klimaverstand,verstand,"['verstands', 'verstande', 'verstandes', 'verstand']",verstand,m,"['klimaverstands', 'klimaverstande', 'klimaverstandes', 'klimaverstand']","['Verstand', 'Geisteskraft', 'Grütze', 'Grips', 'Köpfchen', 'Denkfähigkeit', 'Denkvermögen', 'Vernunft', 'Scharfsinnigkeit', 'Fassungskraft', 'Fassungsgabe', 'Klugheit', 'Geist', 'Auffassungsgabe', 'Scharfsinn', 'Intelligenz', 'Verständnis', 'Aufnahmefähigkeit', 'Gehirnschmalz']","['Fachbereich', 'Universitätsabteilung', 'Fakultät']","['Bereich', 'Abteilung', 'Sektion']","['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['Wissen und intellektuelle Fähigkeiten', 'geistige Fähigkeit']","['intelligenz', 'vernunft']","['intelligenz', 'vernunft']",versta,verstand,verstand,verstand,,,,,,"['intelligenz', 'vernunft']",negative,0.0,negative,0.0
klimaverteidigung,verteidigung,"['verteidigung', 'verteidigungen']",verteidigung,f,"['klimaverteidigung', 'klimaverteidigungen']","['Verteidigung', 'Verteidigungsrede', 'Rechtfertigung', 'Widerstand', 'Abwehr', 'Apologie', 'Defensive', 'Gegenwehr']","['Operation', 'Tat', 'Aktion', 'Handlung']","['Handlung', 'Operation', 'Aktion', 'Tat']","['justification', 'account', 'explanation', 'statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",action,"['die Rechtfertigung für eine Handlung oder eine Überzeugung', 'der Akt, jemanden oder etwas gegen einen Angriff oder eine Verletzung zu verteidigen']",[],[],verteidigung,verteidigung,verteidigung,verteid,,,,,,[],negative,0.0,negative,0.0
klimaverweigerung,verweigerung,"['verweigerungen', 'verweigerung']",verweigerung,f,"['klimaverweigerungen', 'klimaverweigerung']","['Neinstimme', 'Nichteinverständniserklärung', 'Zurückweisung', 'Veto', 'Absage', 'Verneinung', 'Rückweisung', 'Verweigerung', 'Nein', 'Weigerung', 'Ablehnung']",[],[],"['rejection', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Zurückweisung oder Verleugnung oder Verwerfung als ungültig', 'der Akt der Weigerung, einer Aufforderung nachzukommen']",[],[],verweigerung,verweigerung,verweigerung,verweiger,,,,,,[],negative,0.0,negative,0.0
klimaverwirrung,verwirrung,"['verwirrungen', 'verwirrung']",verwirrung,f,"['klimaverwirrungen', 'klimaverwirrung']","['Zinower', 'Verstörtheit', 'Konfusion', 'Verwirrung', 'Ratlosigkeit', 'Desorientierung', 'Zerstreutheit', 'Realitätsverleugnung', 'Verblendung', 'Zerfahrenheit', 'Irritation', 'Gedankenlosigkeit']","['Leitfaden', 'Leitlinie', 'Kurs', 'Handlungshilfe', 'Zielstellung', 'Zielsetzung', 'Ausrichtung', 'Guideline', 'Maßgabe', 'Vorgabe', 'Programm', 'Zielvorgabe', 'Marschrichtung', 'Richtlinie', 'Richtschnur', 'Führungshilfe', 'Linie', 'Zielvorstellung', 'Programmatik', 'Orientierung', 'Richtmarke']","['Versuch', 'Vorsatz', 'Unternehmung', 'Gruppierung', 'Clusterung', 'Bündelung']","['embarrassment', 'shame', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,"['ein Gefühl der Peinlichkeit, das einen verwirrt', 'Verwirrung aufgrund von Unverständnis', 'ein plötzlicher Ausbruch von Ärger', 'Unordnung, die sich aus der Unfähigkeit ergibt, sich vorhersehbar zu verhalten']",['konfusion'],['konfusion'],verwirrung,verwirrung,verwirrung,verwirr,,,,,,['konfusion'],negative,0.0,negative,0.0
klimavirus,virus,"['virus', 'viren']",virus,,"['klimavirus', 'klimaviren']","['Computervirus', 'Virus']",[],[],"['representation', 'agency', 'delegacy', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,['eine schädliche oder korrumpierende Substanz'],[],[],viru,viru,vir,virus,,,,,,[],negative,0.0,negative,0.0
klimawahn,wahn,"['wahne', 'wahnen', 'wahn', 'wahns', 'wahnes']",wahn,m,"['klimawahne', 'klimawahnen', 'klimawahn', 'klimawahns', 'klimawahnes']","['Ekstase', 'Verzückung', 'Taumel', 'Trance', 'Rausch', 'Zustand absoluter Verzückung', 'Wahn', 'Zustand der Euphorie', 'Zustand der Trance']",[],[],"['walking on air', 'bliss', 'cloud nine', 'seventh heaven', 'blissfulness', 'elation', 'psychological condition', 'psychological state', 'mental state', 'mental condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,['ein Zustand der Glückseligkeit'],[],[],wah,wahn,wahn,wahn,,,,,,[],positive,0.0,negative,0.07777777777777778
klimawahnsinn,wahnsinn,"['wahnsinn', 'wahnsinns']",wahnsinn,m,"['klimawahnsinn', 'klimawahnsinns']","['Wahnwitz', 'Verrücktheit', 'Irrsinn', 'Insania', 'Verdrehtheit', 'Hirnrissigkeit', 'Tollheit', 'Wahnsinn', 'Schwachsinn', 'Geistesschwäche', 'Stumpfsinn', 'Fadaise', 'Idiotie', 'Torheit', 'Narrheit']","['Widervernünftigkeit', 'Paralogie', 'Unvernunft', 'Vernunftwidrigkeit']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['play', 'frolic', 'gambol', 'caper', 'romp', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['törichtes oder sinnloses Verhalten', 'die Eigenschaft, unbesonnen und töricht zu sein', 'Gleichgültigkeit gegenüber Freude oder Schmerz']","['irrsinn', 'schwachsinn']","['irrsinn', 'schwachsinn', 'verrücktheit']",wahnsinn,wahnsinn,wahnsin,wahnsinn,,,,,,"['irrsinn', 'schwachsinn', 'verrücktheit']",positive,0.0,negative,0.0
klimawandler,wandler,"['wandler', 'wandlern', 'wandlers']",wandler,m,"['klimawandler', 'klimawandlern', 'klimawandlers']","['Drehmomentwandler', 'Föttinger-Wandler', 'Wandler', 'Umsetzer']","['Aggregat', 'Automat', 'Anlage', 'Maschine', 'Apparatur', 'Gerät', 'Apparat']","['Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat']","['convertor', 'converter', 'device', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['Wandler zur Übertragung und Verstärkung von Drehmomenten (insbesondere auf hydraulischem Wege)', 'ein elektrisches Gerät, das eine Energieform in eine andere umwandelt']",[],[],wandl,wandler,wandl,wandl,,,,,,[],positive,0.0,negative,0.0
klimawarner,warner,"['warner', 'warners', 'warnern']",warner,m,"['klimawarner', 'klimawarners', 'klimawarnern']",[],[],[],,,[],[],[],war,warner,warn,warn,,,,,,[],negative,0.0,negative,0.0
klimaweltuntergang,weltuntergang,"['weltuntergangs', 'weltuntergang', 'weltuntergange', 'weltuntergängen', 'weltuntergänge', 'weltunterganges']",weltuntergang,m,"['klimaweltuntergangs', 'klimaweltuntergang', 'klimaweltuntergange', 'klimaweltuntergängen', 'klimaweltuntergänge', 'klimaweltunterganges']","['Tag des jüngsten Gerichts', 'Offenbarung', 'Ragnarök', 'Götterdämmerung', 'Ende der Welt', 'Apokalypse', 'Weltende', 'Weltuntergang']","['Hausnummer', 'Anhaltspunkt', 'Größenordnung', 'Zwielicht', 'grobe Schätzung', 'Dämmerung', 'Bereich', 'ungefähre Größe', 'Halbdunkel']","['Zwielicht', 'Halbdunkel', 'Dämmerung', 'Heilanzeige', 'Indikation']","['disaster', 'catastrophe', 'cataclysm', 'tragedy', 'calamity', 'bad luck', 'misfortune', 'trouble', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['ein kosmischer Kataklysmus, bei dem Gott die herrschenden Mächte des Bösen vernichtet']",[],[],weltuntergang,weltuntergang,weltuntergang,weltuntergang,,,,,,[],positive,0.0,positive,0.0
klimawendehals,wendehals,"['wendehälsen', 'wendehalses', 'wendehälse', 'wendehals', 'wendehalse']",wendehals,m,"['klimawendehälsen', 'klimawendehalses', 'klimawendehälse', 'klimawendehals', 'klimawendehalse']","['Gesinnungsakrobat', 'Handlanger', 'williger Vollstrecker', 'Mitläufer', 'Fahnenflüchtiger', 'Wes Brot ich ess, des Lied ich sing.', 'Ja-Sager', 'Überläufer', 'Konformist', 'Abtrünniger', 'Opportunist', 'Quisling', 'sein Fähnlein nach dem Winde drehen', 'Erfüllungsgehilfe', 'Fahnenflüchtling', 'Radfahrer', 'Abnicker', 'Deserteur', 'Verräter', 'Wendehals', 'Jasager', 'Gesinnungslump']","['Haderlump', 'übles Subjekt', 'Fötzel', 'Schurke', 'Sinnspruch', 'Gauner', 'Sprichwort', 'fieser Finger', 'Canaille', 'Merkspruch', 'Übelmann', 'Strolch', 'Lump', 'Schlitzohr', 'Halunke', 'Unhold', 'Tunichtgut', 'Schuft', 'Kanaille', 'Schubiack', 'Sager', 'Spruch', 'Missetäter', 'Bösewicht', 'Frevler', 'krummer Hund', 'Übeltäter', 'Spitzbube']","['Strolch', 'Tunichtgut', 'Fötzel', 'Schuft', 'Schubiack', 'Unhold', 'Übeltäter', 'Halunke', 'Lump', 'Gauner', 'Missetäter', 'Kanaille', 'Schlitzohr', 'Haderlump', 'Spitzbube', 'krummer Hund', 'Übelmann', 'übles Subjekt', 'fieser Finger', 'Schurke', 'Bösewicht', 'Frevler', 'Canaille', 'Kunstgriff', 'Schachzug', 'Finesse', 'Praktik', 'Kniff', 'richtige Dreh', 'Kunststück', 'genialer Trick', 'trickreiche Methode', 'Trick siebzehn', 'Dreh', 'Handgriff', 'Technik', 'Trick 17']","['defector', 'deserter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'defector', 'deserter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der rebelliert und ein Geächteter wird', 'ein angestellter Arbeiter auf einem Bauernhof oder einer Ranch']",[],[],wendehal,wendeh,wendeh,wendehal,,,,,,[],negative,0.0,negative,0.0
klimawirklichkeit,wirklichkeit,"['wirklichkeit', 'wirklichkeiten']",wirklichkeit,f,"['klimawirklichkeit', 'klimawirklichkeiten']","['Boden der Tatsachen', 'Wirklichkeit', 'Realität']",[],[],"['corporality', 'materiality', 'corporeality', 'physicalness', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,"['die Eigenschaft von etwas, das real ist']",[],[],wirklichkei,wirklichkeit,wirklichkeit,wirklich,,,,,,[],neutral,0.0,neutral,0.0
klimazar,zar,"['zar', 'zaren']",zar,m,"['klimazar', 'klimazaren']","['Augustus', 'Tenno', 'Caesar', 'Cäsar', 'Imperator', 'Zar', 'Kaiser']",[],[],"['sovereign', 'crowned head', 'monarch', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'head of state', 'chief of state', 'representative', 'negotiator', 'negotiant', 'treater', 'communicator', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'head of state', 'chief of state', 'representative', 'negotiator', 'negotiant', 'treater', 'communicator', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['der männliche Herrscher eines Reiches'],[],[],zar,zar,zar,zar,,,,,,[],negative,0.0,positive,0.0
