original,second_part,noun_forms,lemma,genus,compound_forms,sim_words,wup_sim_words,related_words,hypernyms,definition,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,similar_words
Klimaverleugnung,Verleugnung,"['Verleugnungen', 'Verleugnung']",Verleugnung,f,"['Klimaverleugnungen', 'Klimaverleugnung']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Ignoranz', 'Vogel-Strauß-Politik', 'Ignorieren', 'Nicht-Wahrhaben-Wollen', 'Bestreitung', 'Verleugnung', 'Nichtanerkennung']",,['Verzicht auf eigene Interessen zugunsten der Interessen anderer'],verleugnung,verleugnung,verleugnung,verleugn,,,,,[]
Klimavernunft,Vernunft,['Vernunft'],Vernunft,f,['Klimavernunft'],"['intelligenz', 'verstand']","['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Scharfsinnigkeit', 'Scharfsinn', 'Klugheit', 'Geist', 'Gehirnschmalz', 'Denkfähigkeit', 'Grütze', 'Köpfchen', 'Grips', 'Geisteskraft', 'Vernunft', 'Intelligenz', 'Verstand', 'Denkvermögen']",,"['Wissen und intellektuelle Fähigkeiten', 'der Zustand der Vernunft und des gesunden Urteilsvermögens', 'Die Vernunft betreffend.']",vernunf,vernunft,vernunft,vernunft,,,,,"['intelligenz', 'verstand']"
Klimaverrücktheit,Verrücktheit,"['Verrücktheiten', 'Verrücktheit']",Verrücktheit,f,"['Klimaverrücktheiten', 'Klimaverrücktheit']",[],"['irrsinn', 'schwachsinn', 'wahnsinn']","['Wahnsinn', 'Irrsinn', 'Tollheit', 'Wahnwitz', 'Torheit', 'Narrheit', 'Hirnrissigkeit', 'Fadaise', 'Insania', 'Verrücktheit', 'Stumpfsinn', 'Verdrehtheit']","['Unvernunft', 'Paralogie', 'Vernunftwidrigkeit', 'Widervernünftigkeit']","['Gleichgültigkeit gegenüber Freude oder Schmerz', 'die Scham, die man empfindet, wenn die eigene Unzulänglichkeit oder Schuld öffentlich gemacht wird']",verruckthei,verrücktheit,verrücktheit,verruckt,,,,,[]
Klimaverstand,Verstand,"['Verstand', 'Verstands', 'Verstandes', 'Verstande']",Verstand,m,"['Klimaverstand', 'Klimaverstands', 'Klimaverstandes', 'Klimaverstande']","['intelligenz', 'vernunft']","['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Scharfsinnigkeit', 'Scharfsinn', 'Klugheit', 'Geist', 'Gehirnschmalz', 'Denkfähigkeit', 'Grütze', 'Köpfchen', 'Grips', 'Geisteskraft', 'Vernunft', 'Intelligenz', 'Verstand', 'Denkvermögen']",,"['Wissen und intellektuelle Fähigkeiten', 'geistige Fähigkeit']",versta,verstand,verstand,verstand,,,,,"['intelligenz', 'vernunft']"
Klimaverteidigung,Verteidigung,"['Verteidigungen', 'Verteidigung']",Verteidigung,f,"['Klimaverteidigungen', 'Klimaverteidigung']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Verteidigung', 'Apologie', 'Rechtfertigung', 'Verteidigungsrede']",,"['die Rechtfertigung für eine Handlung oder eine Überzeugung', 'der Akt, jemanden oder etwas gegen einen Angriff oder eine Verletzung zu verteidigen']",verteidigung,verteidigung,verteidigung,verteid,,,,,[]
Klimaverweigerung,Verweigerung,"['Verweigerungen', 'Verweigerung']",Verweigerung,f,"['Klimaverweigerungen', 'Klimaverweigerung']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Absage', 'Ablehnung', 'Weigerung', 'Zurückweisung', 'Rückweisung', 'Verweigerung', 'Verneinung']",,"['Zurückweisung oder Verleugnung oder Verwerfung als ungültig', 'der Akt der Weigerung, einer Aufforderung nachzukommen']",verweigerung,verweigerung,verweigerung,verweiger,,,,,[]
Klimaverwirrung,Verwirrung,"['Verwirrung', 'Verwirrungen']",Verwirrung,f,"['Klimaverwirrung', 'Klimaverwirrungen']",['konfusion'],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Gedankenlosigkeit', 'Verstörtheit', 'Zerfahrenheit', 'Konfusion', 'Verwirrung', 'Zerstreutheit']",,"['ein Gefühl der Peinlichkeit, das einen verwirrt', 'Verwirrung aufgrund von Unverständnis', 'ein plötzlicher Ausbruch von Ärger', 'Unordnung, die sich aus der Unfähigkeit ergibt, sich vorhersehbar zu verhalten']",verwirrung,verwirrung,verwirrung,verwirr,,,,,['konfusion']
Klimavirus,Virus,"['Viren', 'Virus']",Virus,,"['Klimaviren', 'Klimavirus']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Virus', 'Computervirus']",,['eine schädliche oder korrumpierende Substanz'],viru,viru,vir,virus,,,,,[]
Klimawahn,Wahn,"['Wahns', 'Wahnen', 'Wahnes', 'Wahn', 'Wahne']",Wahn,m,"['Klimawahns', 'Klimawahnen', 'Klimawahnes', 'Klimawahn', 'Klimawahne']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Zustand der Trance', 'Ekstase', 'Rausch', 'Trance', 'Verzückung', 'Zustand absoluter Verzückung', 'Taumel', 'Zustand der Euphorie', 'Wahn']",,['ein Zustand der Glückseligkeit'],wah,wahn,wahn,wahn,,,,,[]
Klimawahnsinn,Wahnsinn,"['Wahnsinn', 'Wahnsinns']",Wahnsinn,m,"['Klimawahnsinn', 'Klimawahnsinns']","['irrsinn', 'schwachsinn']","['irrsinn', 'schwachsinn', 'verrücktheit']","['Wahnsinn', 'Schwachsinn', 'Geistesschwäche', 'Irrsinn', 'Idiotie']","['Unvernunft', 'Paralogie', 'Vernunftwidrigkeit', 'Widervernünftigkeit']","['törichtes oder sinnloses Verhalten', 'die Eigenschaft, unbesonnen und töricht zu sein', 'Gleichgültigkeit gegenüber Freude oder Schmerz']",wahnsinn,wahnsinn,wahnsin,wahnsinn,,,,,"['irrsinn', 'schwachsinn']"
Klimawandler,Wandler,"['Wandlern', 'Wandler', 'Wandlers']",Wandler,m,"['Klimawandlern', 'Klimawandler', 'Klimawandlers']",[],[],"['Föttinger-Wandler', 'Drehmomentwandler', 'Wandler']","['Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat']","['Wandler zur Übertragung und Verstärkung von Drehmomenten (insbesondere auf hydraulischem Wege)', 'ein elektrisches Gerät, das eine Energieform in eine andere umwandelt']",wandl,wandler,wandl,wandl,,,,,[]
Klimawarner,Warner,"['Warner', 'Warnern', 'Warners']",Warner,m,"['Klimawarner', 'Klimawarnern', 'Klimawarners']",[],[],,,[],war,warner,warn,warn,,,,,[]
Klimaweltuntergang,Weltuntergang,"['Weltuntergange', 'Weltuntergangs', 'Weltuntergang', 'Weltuntergänge', 'Weltuntergängen', 'Weltunterganges']",Weltuntergang,m,"['Klimaweltuntergange', 'Klimaweltuntergangs', 'Klimaweltuntergang', 'Klimaweltuntergänge', 'Klimaweltuntergängen', 'Klimaweltunterganges']",[],[],"['Offenbarung', 'Apokalypse', 'Götterdämmerung', 'Tag des jüngsten Gerichts', 'Weltende', 'Weltuntergang', 'Ende der Welt', 'Ragnarök']","['Größenordnung', 'Bereich', 'Anhaltspunkt', 'grobe Schätzung', 'ungefähre Größe', 'Hausnummer']","['ein kosmischer Kataklysmus, bei dem Gott die herrschenden Mächte des Bösen vernichtet']",weltuntergang,weltuntergang,weltuntergang,weltuntergang,,,,,[]
Klimawendehals,Wendehals,"['Wendehälse', 'Wendehälsen', 'Wendehalse', 'Wendehals', 'Wendehalses']",Wendehals,m,"['Klimawendehälse', 'Klimawendehälsen', 'Klimawendehalse', 'Klimawendehals', 'Klimawendehalses']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Deserteur', 'Abtrünniger', 'Fahnenflüchtiger', 'Überläufer', 'Wendehals', 'Quisling', 'Verräter', 'Fahnenflüchtling']",,"['jemand, der rebelliert und ein Geächteter wird', 'ein angestellter Arbeiter auf einem Bauernhof oder einer Ranch']",wendehal,wendeh,wendeh,wendehal,,,,,[]
Klimawirklichkeit,Wirklichkeit,"['Wirklichkeiten', 'Wirklichkeit']",Wirklichkeit,f,"['Klimawirklichkeiten', 'Klimawirklichkeit']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Realität', 'Wirklichkeit', 'Boden der Tatsachen']",,"['die Eigenschaft von etwas, das real ist']",wirklichkei,wirklichkeit,wirklichkeit,wirklich,,,,,[]
Klimazar,Zar,"['Zaren', 'Zar']",Zar,m,"['Klimazaren', 'Klimazar']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Tenno', 'Kaiser', 'Caesar', 'Augustus', 'Cäsar', 'Zar', 'Imperator']",,['der männliche Herrscher eines Reiches'],zar,zar,zar,zar,,,,,[]
